,Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,s-gene_location,gene_length,protein_id,protein_length
151,MT447158,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,Thailand,Homo sapiens,,2020-01-25,[21525:25347](+),3822,QJQ84616.1,1273
152,MT447159,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,Thailand,Homo sapiens,,2020-01-26,[21525:25347](+),3822,QJQ84628.1,1273
153,MT447160,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29707,Thailand,Homo sapiens,,2020-01-29,[21525:25347](+),3822,QJQ84640.1,1273
154,MT447161,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,Thailand,Homo sapiens,,2020-02-03,[21525:25347](+),3822,QJQ84652.1,1273
155,MT447162,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,Thailand,Homo sapiens,,2020-02-07,[21525:25347](+),3822,QJQ84664.1,1273
156,MT447163,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,Thailand,Homo sapiens,,2020-02-22,[21525:25347](+),3822,QJQ84676.1,1273
157,MT447164,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,Thailand,Homo sapiens,,2020-02-25,[21525:25347](+),3822,QJQ84688.1,1273
158,MT447165,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29671,Thailand,Homo sapiens,,2020-02-25,[21525:25347](+),3822,QJQ84700.1,1273
159,MT447166,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29820,Thailand,Homo sapiens,,2020-01-23,[21525:25347](+),3822,QJQ84712.1,1273
160,MT447167,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29710,Thailand,Homo sapiens,,2020-03-11,[21525:25347](+),3822,QJQ84724.1,1273
161,MT447168,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29695,Thailand,Homo sapiens,,2020-03-12,[21525:25347](+),3822,QJQ84736.1,1273
162,MT447169,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,Thailand,Homo sapiens,,2020-03-12,[21525:25347](+),3822,QJQ84748.1,1273
163,MT447170,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29337,Thailand,Homo sapiens,,2020-03-13,[21525:25347](+),3822,QJQ84760.1,1273
164,MT447171,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,Thailand,Homo sapiens,,2020-03-16,[21525:25347](+),3822,QJQ84771.1,1273
165,MT447172,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,Thailand,Homo sapiens,,2020-03-18,[21525:25347](+),3822,QJQ84783.1,1273
166,MT447173,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,Thailand,Homo sapiens,,2020-03-18,[21525:25347](+),3822,QJQ84795.1,1273
167,MT447174,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,Thailand,Homo sapiens,,2020-03-01,[21525:25347](+),3822,QJQ84807.1,1273
168,MT447175,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,Thailand,Homo sapiens,,2020-03-19,[21525:25347](+),3822,QJQ84819.1,1273
169,MT447176,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,Thailand,Homo sapiens,,2020-03-20,[21525:25347](+),3822,QJQ84831.1,1273
170,MT447177,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,Iran,Homo sapiens,oronasopharynx,2020-03-26,[21523:25345](+),3822,QJQ84843.1,1273
171,MT447188,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,835,Uzbekistan,Homo sapiens,oronasopharynx,2020-03-02,,,,
172,MT447189,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,710,Uzbekistan,Homo sapiens,oronasopharynx,2020-03-02,,,,
173,MT438718,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: CA,Homo sapiens,,2020-04-22,[21551:25373](+),3822,QJQ38360.1,1273
174,MT438719,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: CA,Homo sapiens,,2020-04-22,[21558:25380](+),3822,QJQ38372.1,1273
175,MT438720,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: CA,Homo sapiens,,2020-04-22,[21549:25371](+),3822,QJQ38384.1,1273
176,MT438721,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,Homo sapiens,,2020-04-22,[21546:25368](+),3822,QJQ38396.1,1273
177,MT438722,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,Homo sapiens,,2020-04-22,[21562:25384](+),3822,QJQ38408.1,1273
178,MT438723,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,USA: CA,Homo sapiens,,2020-04-22,[21547:25369](+),3822,QJQ38420.1,1273
179,MT438724,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: CA,Homo sapiens,,2020-04-22,[21559:25381](+),3822,QJQ38432.1,1273
180,MT438725,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,Homo sapiens,,2020-04-22,[21550:25372](+),3822,QJQ38444.1,1273
181,MT438726,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: CA,Homo sapiens,,2020-04-22,[21544:25366](+),3822,QJQ38456.1,1273
182,MT438727,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: CA,Homo sapiens,,2020-04-22,[21559:25381](+),3822,QJQ38468.1,1273
183,MT438728,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,Homo sapiens,,2020-04-22,[21561:25383](+),3822,QJQ38480.1,1273
184,MT438729,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,Homo sapiens,,2020-04-22,[21551:25373](+),3822,QJQ38492.1,1273
185,MT438730,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29876,USA: CA,Homo sapiens,,2020-04-22,[21562:25384](+),3822,QJQ38504.1,1273
186,MT438731,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: CA,Homo sapiens,,2020-04-22,[21558:25380](+),3822,QJQ38516.1,1273
187,MT438732,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: CA,Homo sapiens,,2020-04-22,[21558:25380](+),3822,QJQ38528.1,1273
188,MT438733,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,Homo sapiens,,2020-04-22,[21550:25372](+),3822,QJQ38540.1,1273
189,MT438734,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,Homo sapiens,,2020-04-22,[21551:25373](+),3822,QJQ38552.1,1273
190,MT438735,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,Homo sapiens,,2020-04-22,[21550:25372](+),3822,QJQ38564.1,1273
191,MT438736,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,Homo sapiens,,2020-04-22,[21550:25372](+),3822,QJQ38576.1,1273
192,MT438737,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: CA,Homo sapiens,,2020-04-22,[21560:25382](+),3822,QJQ38588.1,1273
193,MT438738,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,Homo sapiens,,2020-04-22,[21550:25372](+),3822,QJQ38600.1,1273
194,MT438739,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: CA,Homo sapiens,,2020-04-22,[21558:25380](+),3822,QJQ38612.1,1273
195,MT438740,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,Homo sapiens,,2020-04-22,[21550:25372](+),3822,QJQ38624.1,1273
196,MT438741,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29888,USA: CA,Homo sapiens,,2020-04-22,[21547:25369](+),3822,QJQ38636.1,1273
197,MT438742,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,Homo sapiens,,2020-04-22,[21562:25384](+),3822,QJQ38648.1,1273
198,MT438743,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,Homo sapiens,,2020-04-22,[21561:25383](+),3822,QJQ38660.1,1273
199,MT438744,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,Homo sapiens,,2020-04-22,[21551:25373](+),3822,QJQ38672.1,1273
200,MT438745,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA: CA,Homo sapiens,,2020-04-22,[21527:25349](+),3822,QJQ38684.1,1273
201,MT438746,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29885,USA: CA,Homo sapiens,,2020-04-22,[21558:25380](+),3822,QJQ38696.1,1273
202,MT438747,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: CA,Homo sapiens,,2020-04-22,[21558:25380](+),3822,QJQ38708.1,1273
203,MT438748,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,Homo sapiens,,2020-04-22,[21562:25384](+),3822,QJQ38720.1,1273
204,MT438749,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,Homo sapiens,,2020-04-22,[21550:25372](+),3822,QJQ38732.1,1273
205,MT438750,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,Homo sapiens,,2020-04-22,[21550:25372](+),3822,QJQ38744.1,1273
206,MT438751,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,Homo sapiens,,2020-04-22,[21559:25381](+),3822,QJQ38756.1,1273
207,MT438752,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,Homo sapiens,,2020-04-22,[21546:25368](+),3822,QJQ38768.1,1273
208,MT438753,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,Homo sapiens,,2020-04-22,[21562:25384](+),3822,QJQ38780.1,1273
209,MT438754,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: CA,Homo sapiens,,2020-04-22,[21561:25383](+),3822,QJQ38792.1,1273
210,MT438755,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: CA,Homo sapiens,,2020-04-22,[21549:25371](+),3822,QJQ38804.1,1273
211,MT438756,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,Homo sapiens,,2020-04-22,[21559:25381](+),3822,QJQ38816.1,1273
212,MT438757,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,Homo sapiens,,2020-04-22,[21562:25384](+),3822,QJQ38828.1,1273
213,MT438758,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,Homo sapiens,,2020-04-22,[21562:25384](+),3822,QJQ38840.1,1273
214,MT438759,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA: CA,Homo sapiens,,2020-04-22,[21535:25357](+),3822,QJQ38852.1,1273
215,MT438760,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,Homo sapiens,,2020-04-22,[21562:25384](+),3822,QJQ38864.1,1273
216,MT439230,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens,swab,2020-03-10,[21524:25346](+),3822,QJQ38876.1,1273
217,MT439231,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens,swab,2020-03-10,[21524:25346](+),3822,QJQ38888.1,1273
218,MT439232,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens,swab,2020-03-10,[21524:25346](+),3822,QJQ38900.1,1273
219,MT439233,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens,swab,2020-03-10,[21524:25346](+),3822,QJQ38912.1,1273
220,MT439234,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: MI,Homo sapiens,swab,2020-03-11,[21523:25345](+),3822,QJQ38924.1,1273
221,MT439235,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29783,USA: MI,Homo sapiens,swab,2020-03-11,[21524:25346](+),3822,QJQ38936.1,1273
222,MT439236,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29803,USA: MI,Homo sapiens,swab,2020-03-12,[21524:25346](+),3822,QJQ38948.1,1273
223,MT439237,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: MI,Homo sapiens,swab,2020-03-12,[21552:25374](+),3822,QJQ38960.1,1273
224,MT439238,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,USA: MI,Homo sapiens,swab,2020-03-13,[21523:25345](+),3822,QJQ38972.1,1273
225,MT439239,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens,swab,2020-03-12,[21524:25346](+),3822,QJQ38984.1,1273
226,MT439240,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: MI,Homo sapiens,swab,2020-03-13,[21523:25345](+),3822,QJQ38996.1,1273
227,MT439241,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: MI,Homo sapiens,swab,2020-03-13,[21523:25345](+),3822,QJQ39008.1,1273
228,MT439242,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: MI,Homo sapiens,swab,2020-03-14,[21523:25345](+),3822,QJQ39020.1,1273
229,MT439243,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,USA: MI,Homo sapiens,swab,2020-03-13,[21523:25345](+),3822,QJQ39032.1,1273
230,MT439244,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,USA: MI,Homo sapiens,swab,2020-03-13,[21523:25345](+),3822,QJQ39044.1,1273
231,MT439245,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: MI,Homo sapiens,swab,2020-03-13,[21524:25346](+),3822,QJQ39056.1,1273
232,MT439246,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,USA: MI,Homo sapiens,swab,2020-03-14,[21524:25346](+),3822,QJQ39068.1,1273
233,MT439247,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens,swab,2020-03-16,[21524:25346](+),3822,QJQ39080.1,1273
234,MT439248,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29769,USA: MI,Homo sapiens,swab,2020-03-16,[21523:25345](+),3822,QJQ39092.1,1273
235,MT439249,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens,swab,2020-03-17,[21524:25346](+),3822,QJQ39104.1,1273
236,MT439250,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens,swab,2020-03-17,[21524:25346](+),3822,QJQ39116.1,1273
237,MT439251,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens,swab,2020-03-19,[21524:25346](+),3822,QJQ39128.1,1273
238,MT439252,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens,swab,2020-03-18,[21524:25346](+),3822,QJQ39140.1,1273
239,MT439253,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,Homo sapiens,swab,2020-03-17,[21524:25346](+),3822,QJQ39152.1,1273
240,MT439254,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: MI,Homo sapiens,swab,2020-03-18,[21546:25368](+),3822,QJQ39164.1,1273
241,MT439255,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,Homo sapiens,swab,2020-03-19,[21524:25346](+),3822,QJQ39176.1,1273
242,MT439256,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens,swab,2020-03-19,[21524:25346](+),3822,QJQ39188.1,1273
243,MT439257,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: MI,Homo sapiens,swab,2020-03-20,[21523:25345](+),3822,QJQ39200.1,1273
244,MT439258,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: MI,Homo sapiens,swab,2020-03-16,[21552:25374](+),3822,QJQ39212.1,1273
245,MT439259,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA: MI,Homo sapiens,swab,2020-03-22,[21523:25345](+),3822,QJQ39224.1,1273
246,MT439260,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,USA: MI,Homo sapiens,swab,2020-03-21,[21532:25354](+),3822,QJQ39236.1,1273
247,MT439261,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: MI,Homo sapiens,swab,2020-03-23,[21544:25366](+),3822,QJQ39248.1,1273
248,MT439262,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens,swab,2020-03-23,[21524:25346](+),3822,QJQ39260.1,1273
249,MT439263,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,Homo sapiens,swab,2020-03-20,[21524:25346](+),3822,QJQ39272.1,1273
250,MT439264,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,USA: MI,Homo sapiens,swab,2020-03-22,[21523:25345](+),3822,QJQ39284.1,1273
251,MT439265,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: MI,Homo sapiens,swab,2020-03-18,[21540:25362](+),3822,QJQ39296.1,1273
252,MT439266,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA: MI,Homo sapiens,swab,2020-03-23,[21524:25346](+),3822,QJQ39308.1,1273
253,MT439267,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: MI,Homo sapiens,swab,2020-03-23,[21550:25372](+),3822,QJQ39320.1,1273
254,MT439268,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens,swab,2020-03-22,[21524:25346](+),3822,QJQ39332.1,1273
255,MT439269,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,Homo sapiens,swab,2020-03-23,[21523:25345](+),3822,QJQ39344.1,1273
256,MT439270,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens,swab,2020-03-23,[21524:25346](+),3822,QJQ39356.1,1273
257,MT439271,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: MI,Homo sapiens,swab,2020-03-22,[21546:25368](+),3822,QJQ39368.1,1273
258,MT439272,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: MI,Homo sapiens,swab,2020-03-23,[21523:25345](+),3822,QJQ39380.1,1273
259,MT439273,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: MI,Homo sapiens,swab,2020-03-24,[21524:25346](+),3822,QJQ39392.1,1273
260,MT439274,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,Homo sapiens,swab,2020-03-24,[21524:25346](+),3822,QJQ39404.1,1273
261,MT439275,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29805,USA: MI,Homo sapiens,swab,2020-03-24,[21524:25346](+),3822,QJQ39416.1,1273
262,MT439276,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA: MI,Homo sapiens,swab,2020-03-24,[21524:25346](+),3822,QJQ39428.1,1273
263,MT439277,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: MI,Homo sapiens,swab,2020-03-24,[21523:25345](+),3822,QJQ39440.1,1273
264,MT439278,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA: MI,Homo sapiens,swab,2020-03-24,[21521:25343](+),3822,QJQ39452.1,1273
265,MT439279,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens,swab,2020-03-24,[21524:25346](+),3822,QJQ39464.1,1273
266,MT439280,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: MI,Homo sapiens,swab,2020-03-23,[21546:25368](+),3822,QJQ39476.1,1273
267,MT439281,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens,swab,2020-03-23,[21524:25346](+),3822,QJQ39488.1,1273
268,MT439282,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: MI,Homo sapiens,swab,2020-03-22,[21524:25346](+),3822,QJQ39500.1,1273
269,MT439283,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: MI,Homo sapiens,swab,2020-03-24,[21545:25367](+),3822,QJQ39512.1,1273
270,MT439284,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens,swab,2020-03-24,[21524:25346](+),3822,QJQ39524.1,1273
